offer_id,title,offer_type,category,country_code,region,city,venue,price_amount,currency,price_note,valid_from,valid_to,booking_end,availability_status,eligibility_tier,eligibility_text,source_url,visual_page_url,direct_image_url,source_method,confidence,last_verified_at,notes,tags
PRICELESS_US_ALBA_NYC_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,ALBA NYC Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_CASA_CRUZ_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Casa Cruz Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_DANTE_APERITIVO_BAR_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Dante Aperitivo Bar Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_DANTE_NYC_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Dante NYC Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_DANTE_WEST_VILLAGE_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Dante West Village Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://alb.www.priceless.com/m/culinary/product/225861/dante-west-village-reservations,https://alb.www.priceless.com/m/culinary/product/225861/dante-west-village-reservations,,PUBLIC_COLLECTION_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|nyc
PRICELESS_US_FORGE_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Forge Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_HASALON_NYC_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,HaSalon NYC Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_KEES_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,KEES Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_LA_MARCHANDE_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,La Marchande Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_MA_DE_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Ma.de Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_MASSARA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Massara Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_OPTO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,OPTO Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_PEARL_BOX_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Pearl Box Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_PEASANT_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Peasant Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_PICCOLO_MORINI_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Piccolo Morini Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_PLEASE_DON_T_TELL_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Please Don't Tell Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_PORT_SAID_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Port Said Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_ROSCIOLI_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Roscioli Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_FAUSTO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Fausto Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,Brooklyn,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_GERTRUDE_S_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,gertrude's Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,Brooklyn,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_HELLBENDER_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Hellbender Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,Queens,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_ROLO_S_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Rolo's Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,Queens,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nyc
PRICELESS_US_ABA_CHICAGO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Aba Chicago Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_CAFE_YAYA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Cafe Yaya Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_CANTINA_ROSA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Cantina Rosa Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_CRYING_TIGER_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Crying Tiger Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_HAWKSMOOR_CHICAGO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Hawksmoor Chicago Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_LUXBAR_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,LUXBAR Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/culinary/product/229455/luxbar-reservations,https://www.priceless.com/culinary/product/229455/luxbar-reservations,,PUBLIC_COLLECTION_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|chicago|dining
PRICELESS_US_PIZZERIA_PORTOFINO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Pizzeria Portofino Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_THE_ALSTON_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,The Alston Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_TRE_DITA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Tre Dita Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,IL,Chicago,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|chicago|dining
PRICELESS_US_ABA_AUSTIN_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Aba Austin Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,TX,Austin,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|austin|dining
PRICELESS_US_ABA_NASHVILLE_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Aba Nashville Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,TN,Nashville,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|nashville
PRICELESS_US_DELFINA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Delfina Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,San Francisco,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|san_francisco
PRICELESS_US_AZIZA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Aziza Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,San Francisco,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|san_francisco
PRICELESS_US_CUCINA_MORINI_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Cucina MORINI Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,DC,Washington,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|washington
PRICELESS_US_EASTERN_STANDARD_KITCHEN_DRINKS_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Eastern Standard Kitchen & Drinks Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,MA,Boston,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/culinary/product/215977/eastern-standard-kitchen-and-drinks-reservations,https://www.priceless.com/culinary/product/215977/eastern-standard-kitchen-and-drinks-reservations,,PUBLIC_COLLECTION_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|boston|dining
PRICELESS_US_GRILL_23_BAR_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Grill 23 & Bar Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,MA,Boston,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/culinary/product/215900/grill-23-and-bar-reservations,https://www.priceless.com/culinary/product/215900/grill-23-and-bar-reservations,,PUBLIC_COLLECTION_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|boston|dining
PRICELESS_US_VERMILION_CLUB_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Vermilion Club Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,MA,Boston,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|boston|dining
PRICELESS_US_HASALON_LAS_VEGAS_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,HaSalon Las Vegas Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NV,Las Vegas,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/culinary/product/195072/,https://www.priceless.com/culinary/product/195072/,,PUBLIC_COLLECTION_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|vegas
